CRASH DATE,CRASH TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,COLLISION_ID,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5
9/22/2021,20:55,BROOKLYN,11203,40.65434,-73.947,"(40.65434, -73.94704)",LENOX ROAD,NEW YORK AVENUE,,4,0,0,0,0,0,4,0,Traffic Control Disregarded,Traffic Control Disregarded,Unspecified,Unspecified,,4460080,Sedan,Taxi,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,
5/12/2021,0:05,QUEENS,11208,40.68213,-73.865,"(40.68213, -73.865)",95 AVENUE,FORBELL STREET,,2,0,0,0,0,0,2,0,Unsafe Speed,Traffic Control Disregarded,Unspecified,Unspecified,Unspecified,4417137,Station Wagon/Sport Utility Vehicle,Sedan,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Pick-up Truck
5/12/2021,21:29,MANHATTAN,10029,40.78858,-73.9553,"(40.78858, -73.955284)",5 AVENUE,EAST 97 STREET,,3,0,0,0,1,0,2,0,Following Too Closely,Passing or Lane Usage Improper,Unspecified,,,4416975,Taxi,Station Wagon/Sport Utility Vehicle,Bike,,
5/10/2021,15:20,BROOKLYN,11210,40.62573,-73.9564,"(40.62573, -73.9564)",OCEAN AVENUE,AVENUE J,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Driverless/Runaway Vehicle,Unspecified,,,4415268,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,
5/11/2021,21:42,BROOKLYN,11208,40.6685,-73.8693,"(40.668495, -73.86925)",PINE STREET,LINDEN BOULEVARD,,0,0,0,0,0,0,0,0,Unsafe Speed,Other Vehicular,Unspecified,,,4416170,Station Wagon/Sport Utility Vehicle,Sedan,Station Wagon/Sport Utility Vehicle,,
9/13/2021,18:30,QUEENS,11368,40.75782,-73.861,"(40.757824, -73.86101)",NORTHERN BOULEVARD,108 STREET,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Unspecified,,,4460988,Station Wagon/Sport Utility Vehicle,Sedan,Station Wagon/Sport Utility Vehicle,,
5/11/2021,21:28,BROOKLYN,11215,40.67216,-73.9872,"(40.67216, -73.98721)",4 AVENUE,6 STREET,,4,0,0,0,1,0,3,0,Unsafe Speed,Failure to Yield Right-of-Way,Unspecified,,,4415766,Sedan,Station Wagon/Sport Utility Vehicle,Bike,,
5/12/2021,13:37,BROOKLYN,11216,40.67012,-73.9553,"(40.670124, -73.95528)",EASTERN PARKWAY,BEDFORD AVENUE,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Unspecified,Unspecified,,4416421,Sedan,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Bike,
5/10/2021,10:20,BROOKLYN,11207,40.67357,-73.9021,"(40.673573, -73.902084)",LIBERTY AVENUE,SNEDIKER AVENUE,,2,0,0,0,0,0,2,0,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,Unspecified,,,4415311,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,
5/11/2021,11:40,BROOKLYN,11211,40.70785,-73.9563,"(40.707848, -73.956276)",SOUTH 9 STREET,BROADWAY,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Unspecified,,,4415685,Box Truck,Taxi,Box Truck,,
5/12/2021,18:35,BROOKLYN,11206,40.70739,-73.9505,"(40.70739, -73.95054)",UNION AVENUE,SOUTH 4 STREET,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Alcohol Involvement,Unspecified,,,4416004,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,
5/13/2021,7:20,QUEENS,11414,40.65242,-73.8382,"(40.652424, -73.83821)",163 AVENUE,CROSS BAY BOULEVARD,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Unspecified,,,4416136,Station Wagon/Sport Utility Vehicle,Taxi,Station Wagon/Sport Utility Vehicle,,
9/23/2021,15:50,BROOKLYN,11204,40.62058,-73.9964,"(40.62058, -73.9964)",16 AVENUE,67 STREET,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Unspecified,,,4460560,Station Wagon/Sport Utility Vehicle,Sedan,Station Wagon/Sport Utility Vehicle,,
5/15/2021,21:05,MANHATTAN,10011,40.73986,-73.995,"(40.73986, -73.995026)",WEST 18 STREET,AVENUE OF THE AMERICAS,,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,Unspecified,,,4416867,Station Wagon/Sport Utility Vehicle,Sedan,Station Wagon/Sport Utility Vehicle,,
5/15/2021,17:27,QUEENS,11434,40.66752,-73.7806,"(40.667522, -73.78063)",NORTH CONDUIT AVENUE,ROCKAWAY BOULEVARD,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Following Too Closely,,,4417386,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Sedan,,
5/15/2021,17:24,QUEENS,11420,40.66681,-73.8143,"(40.666805, -73.8143)",NORTH CONDUIT AVENUE,126 STREET,,1,0,0,0,0,0,1,0,Following Too Closely,Failure to Yield Right-of-Way,Unspecified,,,4416908,Station Wagon/Sport Utility Vehicle,Sedan,Station Wagon/Sport Utility Vehicle,,
7/1/2022,14:18,BROOKLYN,11234,40.6116,-73.9197,"(40.611603, -73.91971)",EAST 55 STREET,AVENUE U,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Unspecified,,,4542595,Pick-up Truck,Station Wagon/Sport Utility Vehicle,Sedan,,
5/15/2021,23:15,MANHATTAN,10019,40.76844,-73.9891,"(40.768436, -73.98906)",WEST 56 STREET,10 AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Driver Inattention/Distraction,,,4417695,Sedan,Sedan,Sedan,,
5/16/2021,2:25,QUEENS,11429,40.71172,-73.7463,"(40.71172, -73.746284)",212 STREET,104 AVENUE,,1,0,0,0,0,0,1,0,Traffic Control Disregarded,Traffic Control Disregarded,Unspecified,,,4416728,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,
5/16/2021,3:10,QUEENS,11417,40.67817,-73.8575,"(40.678173, -73.85749)",GLENMORE AVENUE,80 STREET,,0,0,0,0,0,0,0,0,Unsafe Speed,Failure to Yield Right-of-Way,Unspecified,Unspecified,,4416909,Station Wagon/Sport Utility Vehicle,Sedan,Sedan,Sedan,
5/16/2021,9:40,BROOKLYN,11212,40.66703,-73.911,"(40.667027, -73.911026)",SUTTER AVENUE,CHESTER STREET,,1,0,0,0,0,0,1,0,Steering Failure,Driver Inattention/Distraction,Unspecified,Unspecified,,4417059,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Sedan,
5/14/2021,13:45,STATEN ISLAND,10304,40.62016,-74.077,"(40.62016, -74.076965)",VANDERBILT AVENUE,TOMPKINS AVENUE,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,Unspecified,,4417810,Sedan,Bike,Station Wagon/Sport Utility Vehicle,Bus,
9/25/2021,10:55,BRONX,10467,40.87384,-73.8629,"(40.87384, -73.86286)",BARNES AVENUE,BARTHOLDI STREET,,5,0,0,0,0,0,5,0,Driver Inattention/Distraction,Unsafe Speed,Unspecified,,,4461104,Sedan,Station Wagon/Sport Utility Vehicle,Sedan,,
9/25/2021,22:40,BROOKLYN,11235,40.58343,-73.9605,"(40.58343, -73.96049)",SHORE PARKWAY,GUIDER AVENUE,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Reaction to Uninvolved Vehicle,Unspecified,,,4460951,Sedan,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,
5/17/2021,19:57,QUEENS,11436,40.67681,-73.7941,"(40.67681, -73.79405)",120 AVENUE,INWOOD STREET,,0,0,0,0,0,0,0,0,Backing Unsafely,Driver Inattention/Distraction,Unspecified,Unspecified,,4417683,Station Wagon/Sport Utility Vehicle,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,
5/17/2021,23:25,BRONX,10466,40.89763,-73.8563,"(40.897625, -73.85625)",EAST 237 STREET,RICHARDSON AVENUE,,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Alcohol Involvement,Unspecified,,,4418173,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,,
5/17/2021,16:12,MANHATTAN,10024,40.78453,-73.9736,"(40.784534, -73.9736)",COLUMBUS AVENUE,WEST 83 STREET,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unsafe Lane Changing,Unspecified,,,4417545,Box Truck,Sedan,Sedan,,
12/22/2021,20:22,BRONX,10466,40.88839,-73.8467,"(40.88839, -73.84666)",EAST 231 STREET,LACONIA AVENUE,,2,0,0,0,0,0,2,0,Unsafe Speed,Traffic Control Disregarded,Unspecified,,,4489170,Sedan,Sedan,Sedan,,
12/23/2021,16:20,BROOKLYN,11223,40.58406,-73.969,"(40.58406, -73.96901)",SHORE PARKWAY,WEST STREET,,1,0,0,0,0,0,1,0,Unsafe Speed,Driver Inexperience,Unspecified,,,4489675,Sedan,Sedan,Sedan,,
5/18/2021,21:15,MANHATTAN,10128,40.78519,-73.9493,"(40.78519, -73.94934)",EAST 96 STREET,3 AVENUE,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Unspecified,,,4417980,Sedan,Pick-up Truck,Bike,,
5/18/2021,22:14,MANHATTAN,10065,40.76249,-73.963,"(40.762486, -73.96298)",EAST 62 STREET,2 AVENUE,,1,0,0,0,0,0,1,0,Other Vehicular,Other Vehicular,Driver Inexperience,,,4417984,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Sedan,,
9/27/2021,4:30,MANHATTAN,10032,40.83948,-73.936,"(40.83948, -73.93604)",JUMEL PLACE,WEST 168 STREET,,0,0,0,0,0,0,0,0,View Obstructed/Limited,Other Vehicular,Unspecified,Unspecified,,4462092,Sedan,Station Wagon/Sport Utility Vehicle,Sedan,Sedan,
9/27/2021,13:00,BROOKLYN,11233,40.67308,-73.9112,"(40.67308, -73.91124)",EASTERN PARKWAY,ROCKAWAY AVENUE,,0,0,0,0,0,0,0,0,Other Vehicular,Following Too Closely,Unspecified,,,4462036,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,,
12/22/2021,9:20,BROOKLYN,11233,40.6766,-73.9304,"(40.676598, -73.93039)",PACIFIC STREET,UTICA AVENUE,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Traffic Control Disregarded,Unspecified,,,4488854,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,,
5/18/2021,16:30,BROOKLYN,11220,40.63396,-74.0148,"(40.63396, -74.01476)",65 STREET,7 AVENUE,,1,0,0,0,0,0,1,0,Following Too Closely,Following Too Closely,Unspecified,,,4419873,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Pick-up Truck,,
5/22/2021,23:10,QUEENS,11104,40.74544,-73.923,"(40.745438, -73.923)",43 AVENUE,41 STREET,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,4419085,Sedan,Sedan,Sedan,Sedan,Sedan
5/22/2021,21:33,QUEENS,11420,40.6825,-73.8213,"(40.682503, -73.82131)",109 AVENUE,120 STREET,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Headlights Defective,Unspecified,,,4419659,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,,
5/18/2021,15:35,QUEENS,11432,40.70771,-73.8028,"(40.707714, -73.802795)",PARSONS BOULEVARD,HILLSIDE AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Unspecified,,,4419910,Bus,Sedan,Box Truck,,
5/22/2021,14:20,QUEENS,11417,40.67337,-73.8565,"(40.673374, -73.8565)",NORTH CONDUIT AVENUE,80 STREET,,0,0,0,0,0,0,0,0,Reaction to Uninvolved Vehicle,Following Too Closely,Following Too Closely,,,4419074,Station Wagon/Sport Utility Vehicle,Sedan,Sedan,,
9/28/2021,2:17,BRONX,10466,40.89431,-73.8603,"(40.894314, -73.86027)",EAST 233 STREET,CARPENTER AVENUE,,0,0,0,0,0,0,0,0,Unsafe Speed,Failure to Yield Right-of-Way,Unspecified,Unspecified,Unspecified,4461947,Station Wagon/Sport Utility Vehicle,Sedan,Sedan,Sedan,Station Wagon/Sport Utility Vehicle
5/27/2021,18:30,BROOKLYN,11226,40.66241,-73.9652,"(40.662407, -73.96516)",EAST DRIVE,EAST LAKE DRIVE,,2,0,0,0,2,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,,,4421240,Bike,Bike,Bike,,
5/29/2021,22:55,QUEENS,11422,40.66556,-73.7299,"(40.665558, -73.72985)",SUNRISE HIGHWAY,HOOK CREEK BOULEVARD,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Reaction to Uninvolved Vehicle,,,4421601,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Sedan,,
12/27/2021,5:18,BRONX,10454,40.8047,-73.9224,"(40.804695, -73.92239)",BRUCKNER BOULEVARD,BROWN PLACE,,0,0,0,0,0,0,0,0,Alcohol Involvement,Driver Inattention/Distraction,Unspecified,,,4490102,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,
12/26/2021,17:05,BROOKLYN,11230,40.63311,-73.9722,"(40.63311, -73.97217)",OCEAN PARKWAY,18 AVENUE,,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,Driver Inattention/Distraction,,,4490394,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,
5/23/2021,21:50,STATEN ISLAND,10305,40.60362,-74.0693,"(40.603615, -74.06931)",NARROWS ROAD SOUTH,FINGERBOARD ROAD,,0,0,0,0,0,0,0,0,Alcohol Involvement,Other Vehicular,Unspecified,Unspecified,,4422635,Sedan,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Sedan,
10/2/2021,18:39,QUEENS,11416,40.68815,-73.8488,"(40.68815, -73.84884)",ATLANTIC AVENUE,WOODHAVEN BOULEVARD,,0,0,0,0,0,0,0,0,Aggressive Driving/Road Rage,Aggressive Driving/Road Rage,Unspecified,,,4463233,Sedan,Open Body,Open Body,,
6/1/2021,14:54,BRONX,10451,40.82471,-73.9155,"(40.824707, -73.91552)",EAST 161 STREET,COURTLANDT AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Other Vehicular,Other Vehicular,Other Vehicular,Other Vehicular,4422763,Station Wagon/Sport Utility Vehicle,Taxi,Station Wagon/Sport Utility Vehicle,Sedan,Box Truck
10/3/2021,0:00,BRONX,10454,40.8047,-73.9224,"(40.804695, -73.92239)",BROWN PLACE,BRUCKNER BOULEVARD,,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Driver Inattention/Distraction,,,4463881,Sedan,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,
10/3/2021,0:30,QUEENS,11417,40.67193,-73.8517,"(40.671932, -73.85165)",NORTH CONDUIT AVENUE,84 STREET,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,View Obstructed/Limited,Unspecified,,,4463684,Station Wagon/Sport Utility Vehicle,Sedan,Station Wagon/Sport Utility Vehicle,,
6/2/2021,19:05,QUEENS,11419,40.68989,-73.8182,"(40.68989, -73.81819)",127 STREET,103 AVENUE,,3,0,0,0,0,0,3,0,Other Vehicular,Failure to Yield Right-of-Way,Unspecified,,,4423179,Sedan,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,
6/2/2021,3:00,BROOKLYN,11233,40.67535,-73.922,"(40.675346, -73.92198)",RALPH AVENUE,DEAN STREET,,0,0,0,0,0,0,0,0,Other Vehicular,Failure to Yield Right-of-Way,Unspecified,,,4422851,Sedan,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,
6/3/2021,15:50,BRONX,10475,40.8853,-73.8295,"(40.885303, -73.82954)",BOSTON ROAD,DELAVALL AVENUE,,1,0,0,0,0,0,1,0,Unsafe Speed,Unsafe Speed,Driver Inattention/Distraction,Unspecified,,4423845,Station Wagon/Sport Utility Vehicle,Sedan,Sedan,Sedan,
6/2/2021,19:05,QUEENS,11419,40.68989,-73.8182,"(40.68989, -73.81819)",127 STREET,103 AVENUE,,3,0,0,0,0,0,3,0,Other Vehicular,Failure to Yield Right-of-Way,Other Vehicular,,,4424302,Sedan,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,
9/24/2021,19:12,BRONX,10466,40.88859,-73.8499,"(40.888588, -73.849884)",EAST 230 STREET,PAULDING AVENUE,,3,0,0,0,0,0,3,0,Traffic Control Disregarded,Unsafe Speed,Unspecified,,,4465065,AMBULANCE,Sedan,Station Wagon/Sport Utility Vehicle,,
10/5/2021,17:38,BRONX,10470,40.90049,-73.8541,"(40.900486, -73.85411)",EAST 239 STREET,RICHARDSON AVENUE,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Unspecified,Unspecified,,4464481,Sedan,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,
3/30/2022,19:32,BROOKLYN,11201,40.68986,-73.9984,"(40.689857, -73.99842)",HICKS STREET,AMITY STREET,,0,0,0,0,0,0,0,0,Following Too Closely,Driver Inattention/Distraction,Unspecified,,,4516128,Station Wagon/Sport Utility Vehicle,Taxi,Station Wagon/Sport Utility Vehicle,,
6/7/2021,7:30,BROOKLYN,11207,40.65906,-73.8846,"(40.65906, -73.88459)",VAN SICLEN AVENUE,STANLEY AVENUE,,5,0,0,0,0,0,5,0,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,Unspecified,Unspecified,,4424411,Sedan,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Sedan,
12/31/2021,19:30,BROOKLYN,11237,40.70618,-73.9285,"(40.70618, -73.92846)",PORTER AVENUE,GRATTAN STREET,,1,0,0,0,0,0,1,0,Other Vehicular,View Obstructed/Limited,Unspecified,,,4491101,Sedan,Station Wagon/Sport Utility Vehicle,Sedan,,
6/8/2021,12:50,QUEENS,11434,40.69207,-73.7654,"(40.692066, -73.7654)",LINDEN BOULEVARD,NEWBURG STREET,,2,0,0,0,0,0,2,0,Unsafe Speed,Driver Inexperience,Unspecified,Unspecified,Unspecified,4424888,Station Wagon/Sport Utility Vehicle,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,
6/8/2021,21:45,MANHATTAN,10029,40.78869,-73.9379,"(40.788692, -73.93787)",FDR DRIVE,EAST 106 STREET,,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Following Too Closely,Following Too Closely,Following Too Closely,,4425025,Sedan,Station Wagon/Sport Utility Vehicle,Sedan,Station Wagon/Sport Utility Vehicle,
5/30/2021,8:15,BROOKLYN,11213,40.66865,-73.9284,"(40.668648, -73.92835)",ROCHESTER AVENUE,EASTERN PARKWAY,,0,0,0,0,0,0,0,0,Driver Inexperience,Driver Inexperience,Unspecified,,,4426081,Sedan,Sedan,Sedan,,
6/10/2021,15:55,BROOKLYN,11212,40.65864,-73.9137,"(40.65864, -73.91374)",STRAUSS STREET,NEWPORT STREET,,2,0,0,0,0,0,2,0,Outside Car Distraction,Other Vehicular,Unspecified,,,4426269,Sedan,Sedan,FDNY FIRE,,
6/12/2021,18:59,BRONX,10466,40.88851,-73.8601,"(40.88851, -73.86009)",WHITE PLAINS ROAD,EAST 226 STREET,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Unspecified,Unspecified,,4426749,Sedan,Station Wagon/Sport Utility Vehicle,Sedan,Station Wagon/Sport Utility Vehicle,
6/12/2021,18:52,BRONX,10462,40.84855,-73.8616,"(40.848545, -73.86161)",RHINELANDER AVENUE,MULINER AVENUE,,1,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Other Vehicular,Other Vehicular,Other Vehicular,Other Vehicular,4426610,Sedan,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,Sedan
6/12/2021,14:40,QUEENS,11355,40.75632,-73.8337,"(40.756317, -73.83369)",41 AVENUE,COLLEGE POINT BOULEVARD,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,Unspecified,,,4426218,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Sedan,,
6/12/2021,22:18,BROOKLYN,11226,40.64724,-73.9605,"(40.647243, -73.96048)",OCEAN AVENUE,ALBEMARLE ROAD,,2,0,0,0,0,0,2,0,Following Too Closely,Following Too Closely,Unspecified,,,4426340,Station Wagon/Sport Utility Vehicle,Sedan,Station Wagon/Sport Utility Vehicle,,
10/9/2021,0:43,MANHATTAN,10030,40.81712,-73.948,"(40.817116, -73.94801)",WEST 135 STREET,SAINT NICHOLAS AVENUE,,0,0,0,0,0,0,0,0,Alcohol Involvement,Other Vehicular,Unspecified,,,4466039,Station Wagon/Sport Utility Vehicle,Sedan,Sedan,,
10/9/2021,7:15,QUEENS,11385,40.71009,-73.9145,"(40.71009, -73.91453)",HART STREET,WOODWARD AVENUE,,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,Passing Too Closely,Other Vehicular,,4465791,Sedan,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,
1/1/2022,5:55,QUEENS,11435,40.69334,-73.8023,"(40.693344, -73.80228)",WALTHAM STREET,107 AVENUE,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,4491624,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Sedan,Pick-up Truck
6/13/2021,4:07,BROOKLYN,11234,40.61417,-73.9289,"(40.614166, -73.92886)",HENDRICKSON STREET,FILLMORE AVENUE,,1,0,0,0,0,0,1,0,Other Vehicular,Other Vehicular,Other Vehicular,,,4426973,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,
1/1/2022,17:36,QUEENS,11416,40.68424,-73.8461,"(40.68424, -73.8461)",WOODHAVEN BOULEVARD,101 AVENUE,,0,0,0,0,0,0,0,0,Traffic Control Disregarded,View Obstructed/Limited,Unspecified,Unspecified,Unspecified,4491359,Station Wagon/Sport Utility Vehicle,Sedan,Station Wagon/Sport Utility Vehicle,Sedan,Sedan
12/11/2021,20:30,QUEENS,11372,40.75644,-73.877,"(40.75644, -73.87701)",NORTHERN BOULEVARD,91 STREET,,2,0,0,0,0,0,2,0,Reaction to Uninvolved Vehicle,Reaction to Uninvolved Vehicle,Unspecified,,,4485443,Sedan,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,
12/11/2021,12:00,QUEENS,11416,40.68211,-73.8458,"(40.682106, -73.84584)",103 AVENUE,94 STREET,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Unspecified,,,4485855,Sedan,Station Wagon/Sport Utility Vehicle,Sedan,,
1/3/2022,18:22,QUEENS,11385,40.70577,-73.9,"(40.705772, -73.89997)",60 PLACE,PUTNAM AVENUE,,1,0,0,0,1,0,0,0,Pavement Slippery,Pavement Slippery,Pavement Slippery,,,4491872,E-Bike,Sedan,Station Wagon/Sport Utility Vehicle,,
12/24/2021,14:35,BROOKLYN,11233,40.6823,-73.926,"(40.682304, -73.92596)",PATCHEN AVENUE,DECATUR STREET,,0,0,0,0,0,0,0,0,Other Vehicular,Passing or Lane Usage Improper,Unspecified,Unspecified,,4492118,Sedan,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,
1/3/2022,23:54,BROOKLYN,11213,40.6688,-73.9311,"(40.668797, -73.93113)",EASTERN PARKWAY,UTICA AVENUE,,4,0,0,0,0,0,4,0,Traffic Control Disregarded,Unsafe Speed,Unspecified,Unspecified,,4492283,Sedan,Sedan,Sedan,Sedan,
6/16/2021,9:10,QUEENS,11436,40.6791,-73.7982,"(40.679096, -73.79822)",FOCH BOULEVARD,143 STREET,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Passing or Lane Usage Improper,Unspecified,,,4427727,Station Wagon/Sport Utility Vehicle,Sedan,Sedan,,
12/11/2021,23:35,BRONX,10453,40.85487,-73.9168,"(40.854874, -73.916794)",SEDGWICK AVENUE,WEST 179 STREET,,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,Passing Too Closely,,,4486069,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,,
2/20/2022,11:20,QUEENS,11101,40.74891,-73.9374,"(40.748913, -73.9374)",QUEENS BOULEVARD,JACKSON AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Oversized Vehicle,Unspecified,,,4504128,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Sedan,,
6/20/2021,2:15,BROOKLYN,11207,40.67091,-73.8936,"(40.67091, -73.89364)",BELMONT AVENUE,VERMONT STREET,,2,0,0,0,0,0,2,0,Unsafe Speed,Failure to Yield Right-of-Way,Unspecified,Unspecified,,4429039,Station Wagon/Sport Utility Vehicle,Sedan,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,
6/20/2021,14:08,BROOKLYN,11207,40.67271,-73.8903,"(40.672714, -73.89032)",VAN SICLEN AVENUE,PITKIN AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Unspecified,Unspecified,,4429046,Taxi,Station Wagon/Sport Utility Vehicle,Sedan,Sedan,
6/20/2021,6:47,BRONX,10468,40.86135,-73.8977,"(40.861347, -73.897736)",EAST 188 STREET,GRAND CONCOURSE,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Other Vehicular,Unspecified,,,4429336,Sedan,Sedan,Sedan,,
6/21/2021,16:10,BROOKLYN,11214,40.60822,-73.9981,"(40.608215, -73.99809)",82 STREET,19 AVENUE,,2,0,0,0,0,0,2,0,Traffic Control Disregarded,Traffic Control Disregarded,Unspecified,,,4429580,Sedan,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,
